43500000,41250000,32790000,0,Fjölbýli,1970,105.8,3,2,1,Óuppgefið,Sameiginlegur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Nýbýlavegur 50,200,Kópavogi,/fasteignir/fasteign/895766/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=32,895766,94d1215d-20b3-4a6d-adf1-482ca07fa149
44300000,40750000,31950000,0,Fjölbýli,1993,95.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Hrísrimi 2,112,Reykjavík,/fasteignir/fasteign/895763/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=33,895763,8c9b14f6-b454-418c-8f16-f24d232a9b8d
63900000,58500000,59330000,0,Fjölbýli,2018,126.5,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Breiðakur 8,210,Garðabæ,/fasteignir/fasteign/895761/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=34,895761,205c7ba8-4f2b-45f6-852c-b032d65c7915
56900000,22950000,0,0,Fjölbýli,2019,99.7,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Lyngás 1,210,Garðabæ,/fasteignir/fasteign/895759/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=35,895759,be3062c5-f355-4557-ac07-e225f0d2d709
55900000,22500000,0,0,Fjölbýli,2019,98.4,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Lyngás 1,210,Garðabæ,/fasteignir/fasteign/895758/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=36,895758,cb685a3c-06f9-4365-8bdf-7c678297df0b
73900000,61900000,63380000,0,Fjölbýli,2018,137.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Breiðakur 8,210,Garðabæ,/fasteignir/fasteign/895757/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=37,895757,1c4e35d6-001d-4db1-abed-31728426b31b
55900000,22850000,0,0,Fjölbýli,2019,98.6,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Lyngás 1,210,Garðabæ,/fasteignir/fasteign/895756/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=38,895756,7387d862-2f12-4902-8ef5-900d6e311ad4
55400000,44250000,46110000,0,Fjölbýli,2019,89.8,3,2,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Bæjarlind 5,201,Kópavogi,/fasteignir/fasteign/895755/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=39,895755,e6aa6d78-5a1e-425b-9dfa-6a33df07c722
64900000,58500000,59330000,0,Fjölbýli,2018,126.5,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Breiðakur 4,210,Garðabæ,/fasteignir/fasteign/895754/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=40,895754,8803f409-b5a0-40e6-9429-b0e2d5bf2f48
57900000,52300000,44500000,0,Fjölbýli,2008,121.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Langalína 2,210,Garðabæ,/fasteignir/fasteign/895753/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=41,895753,61dc4ef4-d432-4eb7-adf6-7f630101a4f4
57900000,51800000,46300000,0,Fjölbýli,2018,111.2,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Mosagata 7,210,Garðabæ,/fasteignir/fasteign/895752/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=42,895752,124c60fe-c08f-48df-abeb-ecd469337b2b
61900000,54000000,40700000,0,Fjölbýli,2015,115.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Lyngás 1,210,Garðabæ,/fasteignir/fasteign/895749/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=43,895749,d189e3bf-221e-4e87-b671-1bea0d8e67cb
61900000,58050000,45280000,0,Fjölbýli,2015,101.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Lundur 21,200,Kópavogi,/fasteignir/fasteign/895748/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=44,895748,734ae2c5-9f82-482a-a8f8-b17d55c957b3
41900000,38900000,31700000,0,Fjölbýli,2002,89.3,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Svöluás 1b,221,Hafnarfirði,/fasteignir/fasteign/895746/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=45,895746,54a5d4c4-bc93-41aa-82e9-e2b62743b3fe
64900000,53300000,50650000,0,Fjölbýli,2018,129.4,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Mosagata 5,210,Garðabæ,/fasteignir/fasteign/895744/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=46,895744,b83ba0d2-0692-480f-baa0-bd966d0cc1fa
68900000,56900000,54600000,0,Fjölbýli,2018,138.6,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Mosagata 7,210,Garðabæ,/fasteignir/fasteign/895743/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=47,895743,0cc540be-20c5-4163-bdd5-1dc07d0bc85c
57900000,53000000,50610000,0,Fjölbýli,2018,130,4,3,1,Óuppgefið,Ekki vitað,Já,Já,9. janúar 2020,9. janúar 2020,Mosagata 5,210,Garðabæ,/fasteignir/fasteign/895742/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=48,895742,d0118d4d-61bb-4975-8240-7f266d296f36
57900000,48850000,43900000,0,Fjölbýli,2018,106.9,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Mosagata 5,210,Garðabæ,/fasteignir/fasteign/895741/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=49,895741,010fcc09-9fd5-41b9-8e2e-fb80e8fc4d07
56900000,50550000,46500000,0,Fjölbýli,2018,111.5,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Mosagata 7,210,Garðabæ,/fasteignir/fasteign/895740/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=50,895740,7e6fdcf6-9670-44a0-8092-aaad62a15f95
44900000,46600000,35150000,0,Fjölbýli,1996,105.1,5,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Lautasmári 5,201,Kópavogi,/fasteignir/fasteign/895739/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=51,895739,19795ec1-3586-4327-a97e-21743950e31d
36500000,31550000,20950000,0,Fjölbýli,1994,61.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Gullsmári 11,201,Kópavogi,/fasteignir/fasteign/895738/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=52,895738,73f8ba47-aa0b-4148-80f5-62e060603a2d
39500000,2880000,0,0,Fjölbýli,2019,60.3,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Bjarkarholt 10,270,Mosfellsbæ,/fasteignir/fasteign/895735/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=53,895735,4779b8a3-997c-4cc1-8b71-552c111068a7
